players,items,range,avg,sdev,min,max,inf,change
2,50,500,24.257,29.184, 0.322,60.000,12, 0.194
2,50,1000,18.387,27.242, 0.365,60.000,9, 0.193
2,100,500, 7.690,17.481, 0.917,60.000,3, 0.180
2,100,1000,15.302,24.662, 0.841,60.000,7, 0.193
2,200,500,23.899,22.451, 3.775,60.000,7, 0.184
2,200,1000,18.348,20.229, 3.341,60.000,5, 0.187
