nodes,range,norm,mit,runtime,pne,phi,diff
200,25, 0.000, 0.600,25.048,13, 0.133, 0.076
200,25, 0.000, 0.750,23.664,12, 0.200, 0.072
200,25, 0.100, 0.600,23.003,13, 0.071, 0.084
200,25, 0.100, 0.750,40.895,10, 0.333, 0.059
