nodes,range,norm,mit,runtime,pne,phi,diff
70,25, 0.000, 0.600, 0.380,14, 0.067, 0.079
70,25, 0.000, 0.750, 1.165,15, 0.000, 0.125
70,25, 0.100, 0.600, 0.632,15, 0.000, 0.101
70,25, 0.100, 0.750, 1.117,15, 0.000, 0.102
