nodes,range,norm,mit,runtime,pne,phi,diff
50,25, 0.000, 0.600, 0.235,15, 0.000, 0.096
50,25, 0.000, 0.750, 0.416,15, 0.000, 0.106
50,25, 0.100, 0.600, 0.282,14, 0.067, 0.091
50,25, 0.100, 0.750, 0.470,14, 0.067, 0.098
