nodes,range,norm,mit,runtime,pne,phi,diff
40,25, 0.000, 0.600, 0.117,0, 0.835, 0.023
40,25, 0.000, 0.750, 0.127,0, 0.856, 0.039
40,25, 0.100, 0.600, 0.115,0, 0.850, 0.022
40,25, 0.100, 0.750, 0.120,0, 0.853, 0.035
