nodes,range,norm,mit,runtime,pne,phi,diff
150,25, 0.000, 0.600,26.301,0,22.643, 0.438
150,25, 0.000, 0.750,26.005,0,23.643, 0.436
150,25, 0.100, 0.600,33.516,0,25.500, 0.440
150,25, 0.100, 0.750,38.400,0,25.786, 0.435
