nodes,range,norm,mit,runtime,pne,phi,diff
100,25, 0.000, 0.600,35.782,0, 1.000, 0.004
100,25, 0.000, 0.750,33.282,0, 1.000, 0.005
100,25, 0.100, 0.600,53.746,0, 1.000, 0.005
100,25, 0.100, 0.750,43.030,0, 1.000, 0.005
