nodes,range,norm,mit,runtime,pne,phi,diff
20,25, 0.000, 0.600, 0.063,0, 0.650, 0.013
20,25, 0.000, 0.750, 0.061,0, 0.677, 0.019
20,25, 0.100, 0.600, 0.064,2, 0.721, 0.018
20,25, 0.100, 0.750, 0.058,0, 0.650, 0.014
